,Amount,Consume,Necessity,Days
5126,238,24,Medium,9
5127,213,14,Medium,14
5128,585,17,High,31
5129,585,32,Medium,17
5130,884,10,Medium,89
5131,339,42,Low,9
5132,482,6,Medium,68
5133,520,11,High,49
5134,230,2,Low,80
5135,297,7,Medium,37
5136,677,45,Low,11
5137,328,23,High,13
5138,926,4,Medium,192
5139,630,48,Medium,13
5140,912,44,Low,22
5141,303,37,High,11
5142,230,46,High,7
5143,879,11,Medium,74
5144,730,41,Low,17
5145,874,34,Medium,28
5146,558,43,Medium,10
5147,810,40,Low,21
5148,749,17,High,39
5149,615,38,Medium,18
5150,375,13,Medium,26
5151,406,17,Low,21
5152,874,6,Low,137
5153,699,46,Medium,13
5154,729,15,High,49
5155,440,26,Low,19
5156,664,20,Medium,32
5157,983,48,High,18
5158,134,17,Low,11
5159,366,39,Low,10
5160,261,42,Medium,4
5161,564,22,Low,25
5162,433,19,Medium,21
5163,740,37,Low,17
5164,391,45,High,7
5165,864,37,High,20
5166,893,12,Low,72
5167,87,44,Medium,1
5168,560,19,Low,26
5169,469,29,Medium,17
5170,800,41,Low,19
5171,218,10,High,20
5172,958,39,Medium,24
5173,392,30,High,15
5174,875,44,High,17
5175,355,9,High,35
5176,591,21,Low,25
5177,751,41,Medium,18
5178,586,6,Medium,91
5179,161,49,Medium,5
5180,460,14,High,26
5181,996,48,Low,18
5182,255,9,High,23
5183,234,18,High,13
5184,431,37,Medium,10
5185,545,33,Low,10
5186,428,29,Medium,16
5187,96,26,Low,5
5188,935,42,High,26
5189,789,12,Low,63
5190,600,22,Medium,27
5191,577,8,High,64
5192,553,30,Low,15
5193,71,13,Low,7
5194,262,17,Medium,16
5195,359,24,Low,17
5196,802,5,Low,150
5197,321,34,Medium,9
5198,620,22,Low,26
5199,848,43,High,18
5200,987,35,High,24
5201,251,1,Low,177
5202,81,31,Low,1
5203,492,5,High,91
5204,211,39,Medium,5
5205,816,49,High,18
5206,303,27,Low,11
5207,570,34,Low,14
5208,700,12,Medium,56
5209,529,22,High,21
5210,775,9,Medium,88
5211,554,14,High,40
5212,834,22,Medium,34
5213,885,35,High,26
5214,609,19,Medium,29
5215,485,46,Medium,6
5216,160,5,Medium,30
5217,202,19,Low,11
5218,684,35,Low,18
5219,966,12,Low,76
5220,918,33,High,27
5221,151,9,Medium,17
5222,802,3,High,211
5223,882,6,High,127
5224,240,46,Medium,8
5225,778,28,Low,28
5226,612,40,High,16
5227,853,17,High,48
5228,130,30,High,2
5229,538,25,Low,20
5230,944,47,Medium,22
5231,137,37,Medium,3
5232,243,36,High,6
5233,153,3,Medium,45
5234,832,27,Low,27
5235,145,23,Medium,8
5236,472,46,High,9
5237,940,13,High,68
5238,247,14,Medium,17
5239,50,21,High,1
5240,456,12,Low,35
5241,427,7,Low,56
5242,216,43,Low,5
5243,558,28,Low,19
5244,687,43,High,19
5245,362,41,High,12
5246,642,14,Medium,44
5247,467,27,High,16
5248,812,5,Medium,161
5249,730,45,High,17
5250,526,20,Medium,24
5251,122,20,Medium,2
5252,190,15,Low,8
5253,631,23,Medium,26
5254,311,13,Medium,22
5255,389,19,Medium,19
5256,357,40,Medium,7
5257,294,41,Medium,5
5258,564,15,Low,36
5259,386,23,Medium,10
5260,624,43,Medium,15
5261,610,3,Medium,169
5262,125,44,High,5
5263,929,11,High,79
5264,224,34,Low,3
5265,158,29,Medium,1
5266,232,28,Medium,5
5267,241,43,High,6
5268,114,5,Medium,15
5269,898,18,Low,50
5270,523,27,Medium,20
5271,832,40,Low,19
5272,149,11,High,11
5273,593,40,Low,10
5274,913,20,Low,47
5275,177,10,Low,20
5276,501,38,Low,15
5277,963,5,Low,176
5278,418,26,Low,15
5279,900,4,Low,219
5280,92,18,Low,5
5281,933,30,Low,24
5282,468,28,High,18
5283,537,20,Low,28
5284,127,22,Low,7
5285,875,12,Medium,73
5286,850,23,Medium,38
5287,319,47,Medium,3
5288,723,42,Low,16
5289,750,8,High,91
5290,949,46,Medium,20
5291,777,26,Medium,28
5292,364,27,Low,11
5293,974,39,High,22
5294,900,16,High,52
5295,951,24,Medium,40
5296,938,48,High,20
5297,994,33,Medium,29
5298,217,8,Medium,27
5299,388,7,Low,49
5300,242,11,Medium,18
5301,502,38,Low,14
5302,332,15,High,21
5303,385,2,High,189
5304,439,47,Medium,10
5305,574,9,Medium,61
5306,289,1,Low,197
5307,881,12,Low,72
5308,532,12,High,41
5309,708,21,High,34
5310,765,46,Medium,17
5311,641,44,Medium,11
5312,940,23,Low,37
5313,604,21,Medium,28
5314,507,28,Low,16
5315,138,12,High,8
5316,709,3,High,201
5317,501,10,Low,48
5318,477,10,Medium,42
5319,200,24,Medium,11
5320,563,25,Low,27
5321,425,1,Medium,222
5322,71,8,Low,10
5323,932,19,Low,50
5324,362,34,Medium,12
5325,889,12,Low,74
5326,568,21,High,22
5327,255,28,High,11
5328,424,44,High,10
5329,500,16,High,28
5330,675,7,Medium,89
5331,833,24,High,33
5332,644,37,High,16
5333,228,6,High,35
5334,259,21,High,9
5335,513,2,High,193
5336,889,24,Low,34
5337,173,15,Low,11
5338,162,42,Medium,3
5339,175,23,Medium,7
5340,614,20,High,30
5341,380,25,Medium,14
5342,332,44,Medium,7
5343,189,49,Low,4
5344,450,9,Low,47
5345,951,6,High,139
5346,146,8,Medium,18
5347,566,33,Low,14
5348,618,33,High,19
5349,973,42,Low,23
5350,895,37,Medium,24
5351,118,23,High,6
5352,167,31,Low,4
5353,937,34,Medium,23
5354,108,26,High,2
5355,367,32,Low,12
5356,99,28,High,3
5357,929,32,Medium,30
5358,538,31,High,18
5359,775,32,Low,22
5360,246,26,Low,7
5361,940,34,Medium,31
5362,499,23,Low,21
5363,608,12,Low,46
5364,501,28,Low,14
5365,338,29,High,10
5366,190,48,Low,2
5367,133,18,High,4
5368,743,20,High,36
5369,440,10,High,40
5370,640,4,High,141
5371,264,38,Medium,6
5372,575,13,Low,43
5373,264,30,Medium,9
5374,452,34,Low,12
5375,177,24,High,8
5376,871,43,Low,19
5377,526,22,High,25
5378,809,14,Low,55
5379,453,44,High,8
5380,841,9,Low,93
5381,387,2,Low,169
5382,880,5,High,158
5383,763,15,Low,51
5384,410,48,High,7
5385,618,28,Medium,23
5386,441,19,Low,22
5387,267,44,High,7
5388,623,23,High,31
5389,718,16,High,46
5390,251,47,Medium,4
5391,66,42,High,2
5392,371,42,Medium,9
5393,567,26,Medium,22
5394,619,39,High,12
5395,374,9,Low,40
5396,461,29,Medium,11
5397,367,49,High,7
5398,730,15,Medium,44
5399,131,39,High,1
5400,523,25,High,21
5401,517,2,Medium,176
5402,474,38,High,14
5403,994,9,Medium,106
5404,780,31,High,26
5405,738,5,Low,141
5406,253,47,Low,3
5407,632,15,Medium,42
5408,436,12,Medium,34
5409,827,7,Medium,112
5410,147,47,Medium,2
5411,394,35,Low,7
5412,852,37,Medium,23
5413,257,25,High,10
5414,563,24,High,25
5415,685,6,Medium,103
5416,841,28,High,28
5417,635,13,Medium,50
5418,215,48,High,5
5419,71,40,High,3
5420,203,21,Medium,12
5421,988,8,Medium,115
5422,488,39,Low,10
5423,344,6,Medium,50
5424,268,10,Low,27
5425,718,11,Medium,62
5426,544,28,High,18
5427,279,39,Low,5
5428,69,16,High,7
5429,602,5,Medium,120
5430,999,23,Medium,44
5431,197,37,Medium,6
5432,157,11,Medium,14
5433,452,11,Low,39
5434,645,47,Low,10
5435,416,49,High,10
5436,883,40,Low,20
5437,463,10,High,45
5438,358,11,Medium,33
5439,851,17,Low,50
5440,967,16,Low,60
5441,884,47,Low,19
5442,183,39,High,6
5443,768,36,Medium,20
5444,332,10,Medium,36
5445,827,45,Low,14
5446,122,41,Low,3
5447,530,9,Medium,57
5448,401,43,High,10
5449,609,14,Low,41
5450,375,4,High,80
5451,794,33,High,25
5452,492,33,Medium,12
5453,149,5,Medium,21
5454,108,16,High,4
5455,557,49,High,12
5456,307,34,Medium,8
5457,462,36,Low,11
5458,501,11,High,42
5459,114,4,Low,25
5460,644,14,High,43
5461,203,13,Medium,14
5462,315,12,Low,27
5463,870,10,Medium,86
5464,128,29,High,2
5465,364,17,Medium,23
5466,711,41,Low,17
5467,996,10,Medium,101
5468,609,23,Low,26
5469,940,24,Medium,38
5470,297,3,Low,80
5471,839,48,Low,14
5472,917,39,Low,20
5473,659,25,High,30
5474,463,5,Medium,90
5475,74,30,Low,4
5476,333,38,High,8
5477,498,10,High,44
5478,930,28,Low,31
5479,350,40,Low,9
5480,117,38,Low,5
5481,56,40,High,2
5482,866,44,High,20
5483,186,46,Medium,3
5484,213,20,High,11
5485,132,28,Low,2
5486,946,39,Medium,24
5487,699,35,Medium,19
5488,469,49,Medium,12
5489,122,1,Medium,67
5490,286,18,Low,15
5491,95,14,Medium,6
5492,667,13,Low,44
5493,977,11,High,83
5494,849,35,Low,23
5495,311,5,Medium,58
5496,225,37,High,8
5497,215,34,High,4
5498,706,13,High,54
5499,891,13,Medium,66
5500,419,31,Low,12
5501,844,38,Low,19
5502,739,42,Medium,19
5503,468,48,High,12
5504,805,29,Low,28
5505,556,45,Medium,12
5506,390,40,Medium,10
5507,176,44,Low,4
5508,973,48,High,18
5509,416,24,High,16
5510,320,40,Low,6
5511,693,7,Medium,96
5512,654,20,Medium,35
5513,428,14,Medium,30
5514,122,15,Medium,10
5515,972,7,Low,138
5516,971,40,High,23
5517,297,16,High,19
5518,909,9,High,93
5519,834,29,Medium,26
5520,92,13,Medium,4
5521,426,13,Low,31
5522,90,24,High,2
5523,219,32,Medium,9
5524,995,6,Medium,145
5525,261,9,Medium,26
5526,542,13,High,36
5527,729,48,Medium,15
5528,88,20,High,3
5529,418,30,High,15
5530,806,12,Low,62
5531,200,25,Low,10
5532,160,4,High,35
5533,529,2,High,193
5534,485,23,High,18
5535,96,20,Medium,3
5536,624,7,Medium,80
5537,786,34,Medium,22
5538,415,49,Low,9
5539,348,31,Medium,10
5540,993,48,Medium,21
5541,851,41,Low,18
5542,345,23,Low,15
5543,252,37,High,8
5544,110,7,High,15
5545,995,26,Medium,39
5546,879,14,Medium,61
5547,363,8,Medium,42
5548,210,21,Medium,11
5549,380,7,Medium,53
5550,577,35,Low,13
5551,387,23,High,16
5552,655,27,Low,24
5553,353,8,High,43
5554,552,7,High,72
5555,699,29,High,23
5556,387,49,Low,8
5557,599,5,Medium,105
5558,688,15,High,42
5559,324,43,High,10
5560,213,4,Low,46
5561,492,43,Low,14
5562,368,26,Medium,12
5563,638,21,Medium,28
5564,553,16,High,33
5565,735,15,Low,47
5566,436,15,Medium,26
5567,919,44,Medium,19
5568,882,36,Medium,24
5569,937,33,Low,30
5570,652,40,Low,19
5571,799,13,Low,58
5572,825,31,Low,24
5573,740,23,Low,30
5574,543,39,High,17
5575,539,16,High,35
5576,770,32,Low,24
5577,122,44,High,1
5578,558,20,Low,28
5579,439,4,High,107
5580,668,26,High,25
5581,906,17,Medium,46
5582,344,33,Low,8
5583,418,47,High,8
5584,845,24,High,33
5585,914,23,Medium,41
5586,743,33,High,21
5587,598,6,Medium,98
5588,698,13,High,50
5589,899,46,Medium,21
5590,617,33,Medium,16
5591,236,1,Low,141
5592,902,11,Low,78
5593,819,34,High,22
5594,494,38,Low,16
5595,619,42,Low,18
5596,412,15,Low,28
5597,172,46,High,4
5598,237,28,High,7
5599,791,35,Low,22
5600,729,30,Low,24
5601,469,7,High,66
5602,675,48,Low,15
5603,301,7,Medium,40
5604,668,13,High,54
5605,598,40,High,17
5606,384,31,Medium,10
5607,141,42,Low,3
5608,579,26,Medium,20
5609,915,19,Low,48
5610,112,46,Low,2
5611,711,2,High,252
5612,561,42,High,11
5613,188,12,Low,17
5614,747,42,Medium,17
5615,234,7,High,29
5616,254,29,Low,9
5617,821,44,High,20
5618,263,24,High,10
5619,305,37,High,3
5620,184,40,Medium,2
5621,622,37,Medium,12
5622,924,46,Low,17
5623,871,22,Medium,38
5624,137,9,Low,14
5625,256,13,High,19
5626,178,8,High,20
5627,872,28,Medium,33
5628,52,10,Low,8
5629,170,41,High,3
5630,434,29,High,12
5631,663,18,Medium,34
5632,87,44,Low,1
5633,390,4,Low,85
5634,974,49,Low,19
5635,694,31,High,21
5636,763,9,Medium,78
5637,909,34,Medium,23
5638,70,38,High,2
5639,291,22,Medium,10
5640,504,43,Medium,7
5641,670,8,Low,78
5642,352,14,High,24
5643,645,5,High,118
5644,644,11,High,56
5645,852,12,High,66
5646,118,45,Low,1
5647,178,4,Medium,35
5648,245,21,Medium,4
5649,189,27,Low,5
5650,493,45,Medium,12
5651,332,49,High,1
5652,361,37,Low,8
5653,795,48,Low,15
5654,584,39,High,16
5655,714,48,High,15
5656,326,35,High,9
5657,110,4,Medium,20
5658,368,20,High,14
5659,939,32,Low,27
5660,101,18,Medium,5
5661,905,14,Medium,65
5662,202,29,Low,4
5663,798,46,Medium,21
5664,360,2,High,132
5665,863,38,High,20
5666,593,36,High,14
5667,616,48,High,12
5668,913,46,Medium,19
5669,438,38,Low,11
5670,597,26,Medium,23
5671,671,11,Low,59
5672,226,27,Low,8
5673,411,38,High,10
5674,363,44,Medium,11
5675,856,39,High,17
5676,897,10,Medium,89
5677,146,30,Medium,3
5678,930,17,High,51
5679,262,1,Medium,179
5680,878,10,High,81
5681,186,6,Low,27
5682,55,42,High,2
5683,158,13,Medium,10
5684,596,14,Medium,38
5685,711,19,Low,38
5686,679,14,High,43
5687,310,6,High,44
5688,475,6,Medium,76
5689,136,4,Low,33
5690,514,30,Low,17
5691,125,10,High,8
5692,520,18,Medium,25
5693,463,43,Low,8
5694,874,21,High,40
5695,944,45,High,17
5696,775,25,Low,27
5697,506,20,Low,24
5698,334,37,Medium,8
5699,288,4,Low,61
5700,726,5,High,134
5701,648,32,Low,16
5702,702,24,Low,29
5703,721,39,Medium,14
5704,607,45,High,12
5705,421,20,Low,24
5706,544,30,High,17
5707,673,25,Medium,23
5708,968,49,High,19
5709,94,41,Low,1
5710,450,45,Low,10
5711,296,13,Medium,22
5712,665,38,Medium,19
5713,646,14,Medium,45
5714,499,11,High,42
5715,534,47,High,9
5716,669,48,High,14
5717,67,8,Medium,5
5718,655,41,High,14
5719,711,14,High,49
5720,807,18,High,46
5721,338,11,High,27
5722,463,29,Medium,16
5723,770,18,Medium,42
5724,687,33,Low,21
5725,284,1,Low,160
5726,465,4,High,111
5727,987,5,High,172
5728,548,21,Medium,31
5729,683,40,Low,16
5730,699,44,High,13
5731,981,29,Low,34
5732,723,38,Low,21
5733,762,15,Medium,45
5734,283,21,High,12
5735,589,26,High,21
5736,60,7,Medium,6
5737,255,2,Medium,109
5738,728,8,Medium,85
5739,296,31,Low,10
5740,608,4,Low,129
5741,807,10,High,78
5742,176,17,High,10
5743,196,4,Low,43
5744,167,10,Low,17
5745,431,1,Low,222
5746,461,33,High,15
5747,713,19,High,36
5748,633,33,Medium,20
5749,412,29,Medium,13
5750,558,11,High,49
5751,186,42,Low,3
5752,224,25,Low,7
5753,338,41,High,7
5754,530,20,Low,23
5755,68,49,Low,2
5756,244,38,High,3
5757,379,48,High,6
5758,985,26,Medium,38
5759,224,24,High,9
5760,498,38,Medium,13
5761,974,44,Medium,21
5762,995,48,Low,20
5763,403,16,High,21
5764,548,40,Low,12
5765,190,11,High,16
5766,807,27,High,30
5767,946,9,Low,98
5768,979,18,Medium,54
5769,142,46,High,4
5770,993,8,Medium,121
5771,288,31,Low,8
5772,254,30,Low,10
5773,609,6,High,85
5774,482,16,Low,29
5775,294,28,High,8
5776,881,10,High,88
5777,366,40,High,7
5778,974,48,High,19
5779,344,11,High,26
5780,689,10,Low,68
5781,905,23,High,38
5782,331,37,Medium,7
5783,66,14,High,4
5784,120,1,High,57
5785,318,27,High,10
5786,374,47,Low,7
5787,843,20,Medium,44
5788,354,21,Medium,16
5789,500,48,Medium,11
5790,56,35,Low,1
5791,363,36,Low,16
5792,866,28,High,32
5793,870,34,Medium,25
5794,242,44,Medium,7
5795,802,35,Low,19
5796,623,37,Low,17
5797,578,15,Medium,36
5798,220,15,Medium,12
5799,586,39,Medium,17
5800,300,15,Medium,17
5801,814,28,Medium,27
5802,436,13,Low,31
5803,256,41,Low,4
5804,590,6,High,90
5805,678,41,High,15
5806,465,30,High,12
5807,843,10,Low,82
5808,429,27,High,10
5809,193,14,High,13
5810,74,16,Low,6
5811,871,18,Medium,46
5812,717,4,Low,175
5813,122,49,Low,1
5814,873,33,High,28
5815,142,32,Low,6
5816,554,18,Medium,34
5817,647,34,Low,18
5818,385,36,High,11
5819,474,34,Medium,15
5820,548,6,Low,80
5821,413,33,High,8
5822,996,14,High,67
5823,794,21,High,36
5824,248,22,Medium,13
5825,767,23,High,33
5826,462,35,Medium,14
5827,388,16,Medium,23
5828,708,16,Medium,41
5829,986,3,Low,247
5830,478,34,High,17
5831,832,28,Low,33
5832,948,18,Low,54
5833,188,35,Medium,4
5834,742,27,Low,24
5835,991,23,High,46
5836,591,26,Low,23
5837,106,32,Low,4
5838,281,33,Medium,7
5839,707,15,Medium,48
5840,484,7,Low,60
5841,433,8,Medium,47
5842,609,32,Low,18
5843,243,43,High,6
5844,785,21,High,40
5845,697,9,Medium,71
5846,583,38,High,12
5847,567,41,High,12
5848,765,44,Low,15
5849,800,30,Medium,26
5850,234,43,High,4
5851,341,6,Medium,54
5852,384,5,Medium,66
5853,781,35,High,21
5854,165,4,Medium,35
5855,874,25,Medium,36
5856,98,24,Low,2
5857,734,16,Low,44
5858,131,43,Low,1
5859,883,9,Low,94
5860,382,18,Medium,20
5861,606,38,Low,18
5862,384,2,Low,154
5863,581,33,High,19
5864,270,41,Low,9
5865,684,46,Low,13
5866,795,43,High,17
5867,782,16,Medium,45
5868,372,29,Medium,10
5869,900,4,High,192
5870,52,13,High,2
5871,743,5,Medium,130
5872,255,16,Low,13
5873,881,43,High,18
5874,89,18,High,4
5875,108,28,High,6
5876,1000,22,Medium,48
5877,623,23,Medium,22
5878,693,48,Medium,17
5879,556,15,Medium,39
5880,621,31,Medium,18
5881,933,21,Low,41
5882,892,3,Low,224
5883,171,24,Medium,5
5884,528,40,Medium,15
5885,668,5,Medium,115
5886,145,4,High,31
5887,908,8,High,107
5888,463,38,Medium,12
5889,284,36,Medium,3
5890,947,28,High,31
5891,111,23,High,3
5892,305,44,High,7
5893,610,38,High,16
5894,954,40,High,25
5895,397,40,Medium,8
5896,720,32,Medium,19
5897,173,23,High,5
5898,531,43,Medium,10
5899,366,46,High,6
5900,553,2,High,255
5901,768,3,High,219
5902,97,47,Medium,1
5903,458,14,Medium,32
5904,981,43,Medium,24
5905,185,20,Medium,9
5906,250,6,Low,34
5907,299,4,High,59
5908,363,8,High,43
5909,918,13,Medium,70
5910,417,24,Medium,14
5911,478,35,Low,15
5912,879,49,High,17
5913,856,22,High,35
5914,529,26,Medium,19
5915,363,26,Medium,10
5916,549,27,Low,21
5917,770,26,High,31
5918,260,5,Medium,46
5919,753,5,Low,123
5920,590,11,High,52
5921,620,44,High,13
5922,632,46,Low,13
5923,141,48,Medium,2
5924,314,47,High,4
5925,944,14,High,62
5926,269,25,Low,7
5927,951,9,Low,100
5928,974,40,Medium,25
5929,491,44,Low,10
5930,450,42,High,11
5931,449,22,Medium,18
5932,776,38,Medium,19
5933,948,5,Medium,165
5934,625,37,Low,16
5935,907,21,Medium,41
5936,853,49,High,14
5937,539,5,Low,93
5938,534,42,Medium,13
5939,806,24,Low,37
5940,519,41,Low,12
5941,623,41,Low,14
5942,987,45,High,22
5943,893,15,Medium,60
5944,731,47,Medium,16
5945,494,8,Medium,58
5946,318,5,High,61
5947,316,22,Low,12
5948,103,41,High,4
5949,577,24,Medium,23
5950,569,41,Low,17
5951,665,36,High,18
5952,108,11,High,10
5953,874,47,High,17
5954,89,3,High,20
5955,286,45,Low,7
5956,435,15,High,29
5957,655,25,Low,23
5958,783,21,High,34
5959,765,9,Medium,79
5960,699,18,High,39
5961,349,10,High,34
5962,444,10,Medium,40
5963,256,10,Low,23
5964,385,24,High,18
5965,642,40,High,17
5966,779,28,Medium,22
5967,563,44,Low,14
5968,227,32,Medium,6
5969,445,34,High,11
5970,420,33,Low,13
5971,907,23,High,40
5972,840,34,Medium,24
5973,707,4,High,158
5974,367,43,Medium,10
5975,785,39,Medium,17
5976,418,13,Low,33
5977,433,38,Medium,11
5978,111,1,Low,68
5979,855,11,Low,72
5980,554,4,Low,132
5981,288,39,Low,4
5982,244,38,Low,8
5983,727,40,Medium,16
5984,271,1,Medium,220
5985,110,25,Low,3
5986,178,35,Medium,4
5987,734,8,Low,87
5988,205,32,Medium,2
5989,966,5,Low,188
5990,427,9,High,46
5991,671,24,High,27
5992,830,33,Low,25
5993,972,8,Medium,119
5994,917,10,Low,89
5995,952,11,Medium,87
5996,839,12,Low,65
5997,635,12,Low,52
5998,486,20,Medium,24
5999,256,33,Medium,8
6000,437,22,Low,19
6001,529,39,High,15
6002,840,36,High,25
6003,936,7,High,131
6004,389,44,High,11
6005,918,4,Medium,184
6006,389,8,High,52
6007,253,2,Medium,121
6008,210,31,High,6
6009,589,29,Medium,20
6010,441,49,High,5
6011,818,44,High,18
6012,726,21,Medium,32
6013,624,19,Medium,32
6014,583,15,Low,37
6015,119,8,High,12
6016,942,7,High,117
6017,454,7,Medium,61
6018,657,6,Medium,99
6019,724,12,High,57
6020,640,16,High,39
6021,566,48,Medium,10
6022,877,29,Medium,29
6023,169,49,High,3
6024,863,19,Medium,46
6025,739,23,Medium,29
6026,737,16,High,45
6027,951,9,Low,96
6028,266,8,Medium,34
6029,105,47,Low,5
6030,415,49,Medium,4
6031,748,3,Low,237
6032,553,8,Medium,64
6033,793,21,Low,36
6034,816,10,Low,80
6035,974,18,Medium,49
6036,504,7,Low,69
6037,153,23,High,8
6038,126,14,High,9
6039,279,18,High,12
6040,963,5,Low,168
6041,307,21,Medium,12
6042,313,49,Low,8
6043,380,17,Medium,22
6044,231,43,Low,1
6045,942,42,Medium,26
6046,817,47,Low,20
6047,599,39,Low,12
6048,737,33,High,21
6049,76,42,Low,1
6050,325,4,High,70
6051,701,23,Medium,30
6052,348,49,Medium,5
6053,848,38,High,24
6054,140,48,Low,6
6055,529,39,Medium,13
6056,622,43,Low,13
6057,507,35,Low,17
6058,500,38,Low,8
6059,414,26,Medium,13
6060,908,46,Medium,21
6061,724,41,Low,20
6062,400,42,High,8
6063,704,33,High,25
6064,449,15,High,23
6065,302,2,Low,112
6066,830,46,High,17
6067,930,29,Medium,30
6068,852,15,High,56
6069,508,8,High,60
6070,748,41,Low,15
6071,548,40,Medium,13
6072,999,32,High,29
6073,975,18,Low,50
6074,557,15,Low,34
6075,353,1,High,245
6076,550,41,Medium,9
6077,852,5,Medium,163
6078,647,31,Medium,17
6079,215,25,Low,8
6080,464,26,High,13
6081,511,46,Low,14
6082,163,38,Low,6
6083,482,3,Medium,139
6084,405,2,High,138
6085,977,22,Medium,42
6086,744,4,High,183
6087,256,39,Low,5
6088,817,26,Low,30
6089,284,2,Low,117
6090,491,2,Medium,159
6091,404,31,High,14
6092,564,40,Low,13
6093,257,22,Low,9
6094,758,28,High,30
6095,902,40,Medium,21
6096,174,30,Low,4
6097,187,12,Medium,11
6098,388,31,Medium,13
6099,586,31,Medium,18
6100,622,31,Low,20
6101,590,48,High,13
6102,432,10,High,41
6103,68,47,Medium,4
6104,732,27,Low,25
6105,499,33,Medium,18
